date,ML_Strategy,Baseline_Strategy
2021-01-15,-0.007848029484838953,0.007912047007467176
2021-01-22,-0.0013531880863736356,-5.226148851202191e-06
2021-01-29,-0.003531824664240426,0.005863440015981883
2021-02-05,0.0109477800045561,0.012391121910934468
2021-02-12,0.013393669958158102,-0.0049105589788250815
2021-02-19,0.0370296341624331,0.014224312477597525
2021-02-26,0.03464512965571587,0.00023492610348450037
2021-03-05,0.024003198740538967,0.011716019366942903
2021-03-12,0.0221078151192744,0.008307856350085546
2021-03-19,0.027425440223555884,0.005070793042669125
2021-03-26,-0.028629507300434003,-0.0021163337510736128
2021-04-02,0.026634024240462725,-0.002154609565153417
2021-04-09,-0.018939151671522707,-0.006374404524316658
2021-04-16,-0.01789326135553676,-0.006826759961499977
2021-04-23,-0.0006088745441272247,-0.0009287613495987114
2021-04-30,0.021871128843022503,0.0050855121402452776
2021-05-07,-0.019679749306903187,-5.238314125078237e-05
2021-05-14,0.015421071053750783,0.002552120272900015
2021-05-21,0.007962874212110449,-0.0029958396782644335
2021-05-28,-0.020338826098761746,0.002649474073973608
2021-06-04,-0.007884805560206903,-0.0025465995062296898
2021-06-11,-0.01561872924774433,-0.010697115537455084
2021-06-18,0.010593676977923967,-0.017996736016838218
2021-06-25,0.02746523219507338,0.0020010041403502616
2021-07-02,-0.03958970093814662,-0.0008684032745454092
2021-07-09,-0.01939382788253185,-0.00216220579387838
2021-07-16,-0.01005830571159217,-0.004341471949615168
2021-07-23,-0.011836314223043425,0.003995243114648342
2021-07-30,-0.016489751652989208,0.0017871751201837178
2021-08-06,0.02063793131336749,0.0017577171550152038
2021-08-13,-0.004182912382528964,-0.003135317329725631
2021-08-20,-0.012042395444810006,-0.003945345599079024
2021-08-27,0.01302080648181464,0.0022691629165088856
2021-09-03,0.007506005635489199,0.0008074052735747004
2021-09-10,0.00898758953637066,0.00012139533917483226
2021-09-17,0.002993508209560486,0.0021023864513002683
2021-09-24,0.038071836079856265,-0.0044944866541790345
2021-10-01,-0.010633542916091684,0.003244598429768852
2021-10-08,0.04747427297397018,0.004363826512632666
2021-10-15,0.019078716196457374,-0.014011943590743139
2021-10-22,0.03796708942354453,-0.003922815796313003
2021-10-29,-0.026074419027543816,-0.007677945195529614
2021-11-05,-0.05553607752214118,0.004028095016367439
2021-11-12,0.06260829253712843,-0.011327135137311478
2021-11-19,-0.011808396561577922,0.006446718122014788
2021-11-26,-0.026926826964074307,0.002400741688935613
2021-12-03,-0.0056121702509802085,-0.02084483302781816
2021-12-10,0.048286641455540125,-0.004179317166385893
2021-12-17,-0.01721079672561021,0.00030289365995955666
2021-12-24,0.036405103072566725,-0.0006774181041758736
2021-12-31,0.011659934758466078,0.0008023681446347594
2022-01-07,0.09503165826414978,-0.005996607892963589
2022-01-14,0.0418715579585279,-0.01363499416357222
2022-01-21,-0.00774268098719616,0.0012116557981025704
2022-01-28,0.03496678101053477,-0.00890979256152554
2022-02-04,0.08789862257073033,-0.01802743817718959
2022-02-11,0.043700514836839094,-0.01177418292678471
2022-02-18,-0.007338243087083807,0.00610770344496153
2022-02-25,0.024126832426973804,-0.0008209095706327987
2022-03-04,-0.07318392423945774,0.008990703483542311
2022-03-11,0.12166644329504239,-0.01257571328892106
2022-03-18,0.09303308735231153,-0.00978822976346624
2022-03-25,0.16614556436500666,-0.001647526261122541
2022-04-01,0.013001975739008548,0.0014023386988765848
2022-04-08,0.09883768947876681,0.005007015530310721
2022-04-15,0.011504024106084088,-0.00743884579214998
2022-04-22,0.0794908414274215,0.00796166981278148
2022-04-29,-0.025930270381811837,0.007338880938584119
2022-05-06,0.06134590440479218,-0.00811069461785514
2022-05-13,-0.0819938658758046,0.006284350381073745
2022-05-20,-0.029953703022546463,-0.01043683252437761
2022-05-27,-0.0357481869788327,-0.013522616144844679
2022-06-03,0.10216721935358838,0.0031454350549964165
2022-06-10,0.1427190279556699,0.02049132562092489
2022-06-17,0.048032309991109634,0.0071738071304000926
2022-06-24,-0.0650373013971356,-0.006957979072797821
2022-07-01,-0.11554543717090493,-0.009627810789598092
2022-07-08,0.11242445950051158,0.037510338835789914
2022-07-15,-0.04496003342907434,0.014614497549981823
2022-07-22,-0.06932214082826904,-0.018354691096346902
2022-07-29,-0.044508650511597164,0.0010589417803426489
2022-08-05,0.1285533966814266,0.017345784578037107
2022-08-12,0.0074560861848769755,-0.0038721686443738794
2022-08-19,0.024103951152743996,0.004135509245202928
2022-08-26,0.03978279508977464,0.015191172353469957
2022-09-02,0.04120901893319895,-0.006507697263830804
2022-09-09,0.07340738448115774,0.0034512165821098074
2022-09-16,0.10041215280571553,0.025693531938604727
2022-09-23,0.13971239952761294,0.04372885895227993
2022-09-30,0.03759266208713419,-0.004130303800517245
2022-10-07,0.033805026655446546,0.011594053456663079
2022-10-14,0.07471345205807631,0.022397389830025122
2022-10-21,0.053883071225703155,-0.009999156486310874
2022-10-28,-0.054993658192719286,-0.018411414392669967
2022-11-04,0.08599325460966217,0.05004885122079172
2022-11-11,-0.14441441055977033,-0.06940491776545261
2022-11-18,0.050174206083025474,0.014547613118565304
2022-11-25,-0.051042134484810375,-0.01074360245090028
2022-12-02,-0.0716003152163543,-0.02505876347300934
2022-12-09,0.027767633736823727,0.002797189104413295
2022-12-16,-0.061541522997323184,-0.02908069308998302
2022-12-23,0.09856410461463691,0.004339800888042221
2022-12-30,0.05919446874342532,0.007274011473472924
2023-01-06,-0.1312357254786211,-0.00234483622587852
2023-01-13,-0.005557584679902361,-0.01756479337537408
2023-01-20,-0.019515775231858185,-0.019686025101040724
2023-01-27,0.024341071828525573,0.00855326189826985
2023-02-03,0.026373728917511302,0.03277506187563746
2023-02-10,0.09659514401205141,0.04282711431822579
2023-02-17,0.04029983037451371,0.026696757782072575
2023-02-24,0.07679925204390697,0.04306373288637573
2023-03-03,0.023662325819792773,0.02447773971672506
2023-03-10,-0.13346263415756743,-0.047306660351587135
2023-03-17,-0.27036281675089724,-0.22614691463416475
2023-03-24,-0.006265529461744579,-0.024080058762663576
2023-03-31,0.10375800595097051,0.03199807237969627
2023-04-07,-0.04360115741322851,-0.009680727413816932
2023-04-14,0.06481316538659726,0.004124300064367372
2023-04-21,0.03142302084993967,0.016635405107440365
2023-04-28,-0.06246993686131963,-0.021371725380426004
2023-05-05,-0.028489061676602923,-0.0280726391679547
2023-05-12,0.01599274049641458,0.01772686154110911
2023-05-19,0.12995246513811182,0.04243811246074469
2023-05-26,0.0869237071126644,0.03769310717733719
2023-06-02,-0.03243760085808456,0.0016212423565821095
2023-06-09,0.03867828668822876,0.011177404077995584
2023-06-16,0.040788319320367916,0.011056435736895425
2023-06-23,-0.005459357057200298,0.0024750366389870732
2023-06-30,0.05282832855032518,0.02431239253895333
2023-07-07,0.0830590069099042,-0.0076019378187488305
2023-07-14,-0.09229103913698405,-0.027713702701916733
2023-07-21,0.015697470279352393,0.01229039981223147
2023-07-28,0.037419952692967384,0.0036653888216963987
2023-08-04,-0.0021320034182869263,-0.03164774964430126
2023-08-11,0.05477724187022584,0.01039362474284779
2023-08-18,0.03164513402928168,0.005621813140239978
2023-08-25,0.020178791185052114,0.025320177099326838
2023-09-01,-0.05487170759068999,-0.02286319450100932
2023-09-08,0.040225974604813,0.017988701765213777
2023-09-15,0.024616041753306644,0.004377394908645415
2023-09-22,0.0459031281832126,0.004157532485226471
2023-09-29,0.015857758701395747,-0.014162311095944208
2023-10-06,0.05927520079697185,0.0010567028459474246
2023-10-13,-0.04782583400617593,-0.0026416276343844956
2023-10-20,0.08273675175716508,-0.0006626054800955724
2023-10-27,-0.043023336581232,-0.00940238728547553
2023-11-03,-0.10507938686844387,-0.0327333299978723
2023-11-10,0.06415759461504328,0.03010185238377152
2023-11-17,-0.07408641036283897,-0.03191810636782272
2023-11-24,0.021098225637490253,0.005692104241807607
2023-12-01,-0.1508688264482595,-0.06617536728562137
2023-12-08,0.03687262056669838,0.034481356822956354
2023-12-15,-0.139222115778608,-0.036034039854944445
2023-12-22,-0.03640505962697449,-0.019440387545292894
2023-12-29,-0.022626036442218278,-0.01271096827790033
2024-01-05,0.08129154092896229,0.02427998337417862
2024-01-12,-0.08487120265563242,-0.03795673174640593
2024-01-19,0.10633824689901811,0.03333919874173372
2024-01-26,-0.013269332191226807,-0.00387375059792311
2024-02-02,-0.02359581742488409,0.0034824215853797727
2024-02-09,0.0602747384313366,0.0125000945425663
2024-02-16,0.0719998242820031,0.01400676823151211
2024-02-23,-1.929910125564316e-05,0.0027326683215869205
2024-03-01,-0.05123250167413371,-0.013745879480807839
2024-03-08,-0.032876445424883494,-0.007910066344009318
2024-03-15,0.11211570627005385,0.025013379217038383
2024-03-22,-0.05712946673739605,-0.014512345617408101
2024-03-29,-0.007266395246728147,0.0028742882131814304
2024-04-05,0.08376204232686729,0.011349113518604015
2024-04-12,0.06076819183313767,0.01864173549057282
2024-04-19,0.04824134003092653,0.01081394779686876
2024-04-26,0.013441875419988647,-0.004883099007490831
2024-05-03,-0.07928934591452447,-0.015793921550110758
2024-05-10,0.015915812928675277,0.004670859794487801
2024-05-17,-0.025163939269511437,-0.004675163208000091
2024-05-24,0.03416731281249219,0.016634165457509623
2024-05-31,0.003741587705462679,-0.006888671097743907
2024-06-07,-0.022403678375337244,-0.0020364832444983434
2024-06-14,-0.11181680962046744,-0.014298946876611021
2024-06-21,0.017390441123981026,0.001866181268876035
2024-06-28,0.02975732797961536,-0.002165639855812761
2024-07-05,-0.04293868931978406,-0.011993377508185065
2024-07-12,-0.057772446266067756,-0.012433628966153598
2024-07-19,0.028703019849526556,0.0021463721222610473
2024-07-26,-0.04798507495804863,-0.01071306099408199
2024-08-02,-0.2239524567202339,-0.038520738830910964
2024-08-09,0.08083239761550615,0.006688005709547624
2024-08-16,-0.0064985136986463465,0.00083213630470252
2024-08-23,-0.052075995504522354,-0.014386301042276128
2024-08-30,0.027981262404920854,0.0027958865326517352
2024-09-06,-0.10909417642488317,-0.01782787101635185
2024-09-13,-0.039104651354983866,-0.005129442225208258
2024-09-20,0.017243152186059096,-0.00111379904694357
2024-09-27,0.007825780796308801,0.002951598271082171
2024-10-04,0.14404788935401389,0.01625288037833261
2024-10-11,0.026399276738045624,0.004160382797515348
2024-10-18,-0.0032735291674073075,0.0038771501322567557
2024-10-25,0.08156144512862176,0.007721812482542649
2024-11-01,0.054974050766231936,-0.0005161493257945666
2024-11-08,-0.005449824889476845,0.008777137505014024
2024-11-15,0.03280572671210458,0.009595610349070697
2024-11-22,0.00691869704766071,0.003715251817451725
2024-11-29,-0.11303817890112755,-0.015016170924026894
2024-12-06,-0.013234145107286766,-0.0012423952785429666
2024-12-13,0.095758911417711,0.011581921004016596
2024-12-20,0.0363588679258344,0.0037593339674203106
2024-12-27,0.029540419881116053,-0.0011990751749127648
2025-01-03,-0.019200710745386734,0.0038852427260270706
2025-01-10,0.07158295682588842,0.0034485486177066307
2025-01-17,-0.07366401890195368,-0.008750720926440612
2025-01-24,0.010158541337442983,-0.003506136756713091
2025-01-31,-0.024033363385292106,6.395513078574712e-05
2025-02-07,-0.005004177551422545,0.0013487187823366755
2025-02-14,-0.008140286276622222,-0.002703022950999278
2025-02-21,-0.026942379560832896,-0.0029742615284597154
2025-02-28,-0.09892122051392696,-0.005864022348885955
2025-03-07,0.03513064774137209,-0.013780157090698427
2025-03-14,0.0079869003091812,-0.00118338338921328
2025-03-21,-0.03479077398330216,-0.0038832953310833336
2025-03-28,-0.009090214227311294,0.0008120681486106383
2025-04-04,-0.10924412888956381,-0.021331595621246684
2025-04-11,0.19050161608726138,0.004917756129406374
2025-04-18,-0.06475926207399763,-0.007710114656288474
2025-04-25,-0.02880342375356229,-0.002890021375541862
2025-05-02,0.030094854489003675,0.007895521897070799
2025-05-09,0.019941006575772025,0.004829230135162079
2025-05-16,0.04064829816551091,0.00996549875245915
2025-05-23,0.029101430056561628,0.003623984664630059
2025-05-30,-0.048874642681620395,-0.009005508839977258
2025-06-06,0.06565032266360238,0.008794258309998965
2025-06-13,-0.04091832523406552,-0.010951425499997839
2025-06-20,-0.027154673663315615,-0.006055580648563587
2025-06-27,-0.05650234756733935,-0.009267656126016127
2025-07-04,0.05316655728626868,0.00552382457604537
2025-07-11,0.02191731292972815,0.0037640825135265687
2025-07-18,-0.007070923544399199,-0.004970023727646362
2025-07-25,0.0019693915107057425,-0.0015447411856701295
2025-08-01,-0.11012319495011602,-0.027213248729128378
2025-08-08,0.03760825721429545,0.01526575153206002
2025-08-15,0.013429692491369272,0.006712670802642915
2025-08-22,-0.03787817058305709,-0.012769954034351574
2025-08-29,-0.026816031176575883,-0.004436175387076071
2025-09-05,-0.05426099309481727,-0.014690379618181447
2025-09-12,0.006626633040623164,0.001637660415982317
2025-09-19,0.023320157382796497,0.003623354383215093
2025-09-26,0.02323204009171112,0.0013726226976065597
2025-10-03,-0.02659928150812918,-0.005219866034603964
2025-10-10,-0.041017582122589324,-0.0122960698122169
2025-10-17,-0.016979833217792895,-0.0035795364799178267
2025-10-24,0.0010616116856553282,-0.0005119320452733754
2025-10-31,0.04836103850855453,0.00695572275875394
2025-11-07,-0.013347332065279605,-0.0025813855118609875
2025-11-14,0.027005010275378827,0.005816594331763668
2025-11-21,-0.030872566017272673,-0.007236951564569983
